agent;timestep;position;direction;status;given_command
2;105;(18, 13);e;moving;move_forward
3;105;None;s;waiting;wait
8;105;(8, 17);s;moving;move_forward
0;106;(8, 17);s;moving;move_forward
2;106;(19, 13);s;moving;move_forward
3;106;None;s;waiting;wait
8;106;(9, 17);s;moving;move_forward
0;107;(9, 17);s;moving;move_left
2;107;(20, 13);s;moving;move_forward
3;107;None;s;waiting;wait
8;107;(10, 17);s;moving;move_forward
0;108;(9, 18);e;moving;move_forward
2;108;(20, 14);e;moving;move_forward
3;108;None;s;waiting;wait
8;108;(11, 17);s;moving;move_forward
0;109;(9, 19);e;moving;move_forward
2;109;(20, 15);e;moving;move_forward
3;109;None;s;ready to depart;move_forward
8;109;(12, 17);s;moving;move_forward
0;110;(9, 20);e;moving;move_forward
2;110;(20, 16);e;moving;move_forward
3;110;(16, 17);s;moving;move_forward
8;110;(13, 17);s;moving;move_forward
0;111;(9, 21);e;moving;move_forward
2;111;(20, 17);e;moving;move_forward
3;111;(17, 17);s;moving;wait
8;111;(14, 17);s;moving;move_forward
0;112;(8, 21);n;moving;move_forward
2;112;(19, 17);n;moving;move_forward
3;112;(17, 17);s;stopped;wait
8;112;(15, 17);s;moving;move_forward
0;113;(7, 21);n;moving;move_forward
2;113;(18, 17);n;moving;move_right
3;113;(17, 17);s;stopped;move_forward
8;113;(16, 17);s;moving;move_forward
0;114;(7, 22);e;moving;move_forward
2;114;(18, 18);e;moving;move_forward
3;114;(18, 17);s;moving;move_forward
8;114;(17, 17);s;moving;move_forward
0;115;(7, 23);e;moving;move_forward
2;115;(17, 18);n;moving;move_forward
3;115;(19, 17);s;moving;move_forward
8;115;(18, 17);s;moving;move_forward
0;116;(7, 24);e;moving;move_forward
3;116;(20, 17);s;moving;move_left
8;116;(19, 17);s;moving;move_forward
0;117;(7, 25);e;moving;move_forward
3;117;(20, 18);e;moving;move_forward
8;117;(20, 17);s;moving;move_right
0;118;(7, 26);e;moving;move_forward
3;118;(20, 19);e;moving;move_forward
8;118;(20, 16);w;moving;move_forward
0;119;(7, 27);e;moving;move_forward
3;119;(20, 20);e;moving;move_forward
8;119;(20, 15);w;moving;move_forward
0;120;(7, 28);e;moving;move_forward
3;120;(20, 21);e;moving;move_forward
8;120;(20, 14);w;moving;move_forward
0;121;(7, 29);e;moving;move_right
3;121;(20, 22);e;moving;move_forward
8;121;(20, 13);w;moving;move_forward
0;122;(8, 29);s;moving;move_forward
3;122;(20, 23);e;moving;move_forward
8;122;(19, 13);n;moving;move_forward
0;123;(8, 30);e;moving;move_forward
3;123;(20, 24);e;moving;move_forward
8;123;(18, 13);n;moving;move_forward
3;124;(20, 25);e;moving;move_forward
8;124;(18, 12);w;moving;move_forward
3;125;(20, 26);e;moving;move_forward
8;125;(18, 11);w;moving;move_forward
3;126;(20, 27);e;moving;move_forward
8;126;(18, 10);w;moving;move_forward
3;127;(20, 28);e;moving;move_forward
8;127;(18, 9);w;moving;move_forward
3;128;(20, 29);e;moving;move_forward
8;128;(18, 8);w;moving;move_forward
3;129;(20, 30);e;moving;move_forward
8;129;(18, 7);w;moving;move_left
3;130;(20, 31);e;moving;move_forward
8;130;(19, 7);s;moving;move_forward
3;131;(19, 31);n;moving;move_right
8;131;(19, 6);w;moving;move_forward
3;132;(19, 32);e;moving;move_forward
3;133;(19, 33);e;moving;move_right
3;134;(20, 33);s;moving;move_forward
3;135;(20, 34);e;moving;move_forward
