agent;timestep;position;direction;status;given_command
2;157;(10, 30);s;moving;move_forward
3;157;(45, 39);n;moving;move_forward
5;157;None;s;waiting;wait
1;158;(16, 44);n;moving;move_forward
2;158;(11, 30);s;moving;move_forward
3;158;(44, 39);n;moving;move_forward
5;158;None;s;waiting;wait
1;159;(15, 44);n;moving;move_forward
2;159;(11, 29);w;moving;move_forward
3;159;(43, 39);n;moving;move_forward
5;159;None;s;waiting;wait
1;160;(14, 44);n;moving;move_forward
2;160;(11, 28);w;moving;move_forward
3;160;(42, 39);n;moving;move_forward
5;160;None;s;waiting;wait
1;161;(13, 44);n;moving;move_forward
2;161;(11, 27);w;moving;move_forward
3;161;(41, 39);n;moving;move_forward
5;161;None;s;waiting;wait
1;162;(12, 44);n;moving;move_forward
2;162;(11, 26);w;moving;move_forward
3;162;(40, 39);n;moving;move_left
5;162;None;s;waiting;wait
1;163;(11, 44);n;moving;move_forward
2;163;(11, 25);w;moving;move_forward
3;163;(40, 38);w;moving;move_forward
5;163;None;s;waiting;wait
1;164;(10, 44);n;moving;move_forward
2;164;(11, 24);w;moving;move_forward
3;164;(40, 37);w;moving;move_forward
5;164;None;s;waiting;wait
1;165;(9, 44);n;moving;move_forward
2;165;(11, 23);w;moving;move_forward
3;165;(40, 36);w;moving;move_forward
5;165;None;s;waiting;wait
1;166;(8, 44);n;moving;move_forward
2;166;(11, 22);w;moving;move_forward
3;166;(40, 35);w;moving;move_forward
5;166;None;s;waiting;wait
1;167;(7, 44);n;moving;move_forward
2;167;(11, 21);w;moving;move_right
3;167;(40, 34);w;moving;move_forward
5;167;None;s;waiting;wait
1;168;(6, 44);n;moving;move_forward
2;168;(10, 21);n;moving;move_forward
3;168;(40, 33);w;moving;move_forward
5;168;None;s;waiting;wait
1;169;(5, 44);n;moving;move_forward
2;169;(9, 21);n;moving;move_forward
3;169;(40, 32);w;moving;move_forward
5;169;None;s;waiting;wait
1;170;(5, 43);w;moving;move_forward
2;170;(8, 21);n;moving;move_forward
3;170;(39, 32);n;moving;move_forward
5;170;None;s;waiting;wait
1;171;(5, 42);w;moving;move_forward
2;171;(7, 21);n;moving;move_forward
3;171;(38, 32);n;moving;move_forward
5;171;None;s;waiting;wait
1;172;(5, 41);w;moving;move_forward
2;172;(7, 20);w;moving;move_forward
3;172;(37, 32);n;moving;move_forward
5;172;None;s;waiting;wait
1;173;(5, 40);w;moving;move_forward
2;173;(7, 19);w;moving;move_forward
3;173;(36, 32);n;moving;move_forward
5;173;None;s;waiting;wait
1;174;(5, 39);w;moving;move_forward
2;174;(7, 18);w;moving;move_forward
3;174;(35, 32);n;moving;move_right
5;174;None;s;ready to depart;move_forward
1;175;(5, 38);w;moving;move_forward
2;175;(7, 17);w;moving;move_forward
3;175;(35, 33);e;moving;move_forward
5;175;(33, 32);s;moving;move_forward
1;176;(5, 37);w;moving;move_forward
2;176;(7, 16);w;moving;move_forward
3;176;(34, 33);n;moving;move_forward
5;176;(34, 32);s;moving;move_forward
1;177;(5, 36);w;moving;move_left
2;177;(7, 15);w;moving;move_forward
3;177;(33, 33);n;moving;move_forward
5;177;(35, 32);s;moving;move_forward
1;178;(6, 36);s;moving;move_forward
2;178;(7, 14);w;moving;move_forward
3;178;(32, 33);n;moving;move_forward
5;178;(36, 32);s;moving;move_forward
1;179;(6, 35);w;moving;move_forward
2;179;(7, 13);w;moving;move_forward
3;179;(31, 33);n;moving;move_forward
5;179;(37, 32);s;moving;move_left
2;180;(7, 12);w;moving;move_forward
3;180;(31, 32);w;moving;move_forward
5;180;(37, 33);e;moving;move_forward
2;181;(7, 11);w;moving;move_left
3;181;(30, 32);n;moving;move_forward
5;181;(37, 34);e;moving;move_forward
2;182;(8, 11);s;moving;move_forward
3;182;(29, 32);n;moving;move_right
5;182;(37, 35);e;moving;move_forward
2;183;(8, 10);w;moving;move_forward
3;183;(29, 33);e;moving;move_left
5;183;(37, 36);e;moving;move_forward
3;184;(28, 33);n;moving;move_forward
5;184;(37, 37);e;moving;move_forward
3;185;(27, 33);n;moving;move_forward
5;185;(37, 38);e;moving;move_forward
3;186;(26, 33);n;moving;move_forward
5;186;(37, 39);e;moving;move_forward
3;187;(25, 33);n;moving;move_forward
5;187;(38, 39);s;moving;move_forward
3;188;(24, 33);n;moving;move_forward
5;188;(39, 39);s;moving;move_forward
3;189;(23, 33);n;moving;move_forward
5;189;(40, 39);s;moving;move_forward
3;190;(22, 33);n;moving;move_forward
5;190;(41, 39);s;moving;move_forward
3;191;(22, 34);e;moving;move_forward
5;191;(42, 39);s;moving;move_left
3;192;(22, 35);e;moving;move_forward
5;192;(42, 40);e;moving;move_forward
3;193;(22, 36);e;moving;move_forward
5;193;(43, 40);s;moving;move_forward
3;194;(22, 37);e;moving;move_forward
3;195;(22, 38);e;moving;move_forward
3;196;(22, 39);e;moving;move_forward
3;197;(22, 40);e;moving;move_forward
3;198;(22, 41);e;moving;move_forward
3;199;(22, 42);e;moving;move_forward
3;200;(22, 43);e;moving;move_forward
3;201;(22, 44);e;moving;move_forward
3;202;(21, 44);n;moving;move_forward
3;203;(20, 44);n;moving;move_right
3;204;(20, 45);e;moving;move_forward
3;205;(19, 45);n;moving;move_forward
